date,close,open,max,min,volume,return,comments,sentiment_sum,positive,negative
2020-11-30,249.63,249.72,251.0,245.98,112140000,-0.78,793.0,-128.4619532795623,300,493
2020-11-27,251.59,250.3,252.26,248.03,51430000,0.6,702.0,-71.11830673040822,297,405
2020-11-26,250.1,252.3,252.88,247.44,79920000,-0.72,872.0,-84.33892437117174,373,499
2020-11-25,251.91,248.0,252.2,246.55,133400000,1.85,905.0,-114.12735857162625,377,528
2020-11-24,247.33,241.65,247.85,239.57,84520000,3.18,648.0,-105.93098119739444,243,405
2020-11-23,239.7,240.45,243.87,238.52,74830000,0.12,417.0,-59.90130324475467,162,255
2020-11-20,239.42,239.58,240.77,236.57,48800000,-0.35,516.0,-58.05215674918145,214,302
2020-11-19,240.27,242.5,243.49,237.34,97140000,-1.01,737.0,-116.16111497255042,262,475
2020-11-18,242.71,245.1,247.23,242.59,60090000,-1.22,681.0,-112.77651113411412,251,430
2020-11-17,245.7,248.0,249.84,243.41,94920000,-0.92,676.0,-104.9168864414096,266,410
2020-11-16,247.99,244.14,248.73,244.0,113950000,2.06,810.0,-115.2476556962356,314,496
2020-11-13,242.99,242.01,244.14,238.62,106150000,0.38,1091.0,-130.01267905160785,444,647
2020-11-12,242.08,243.31,245.72,240.22,151440000,-0.87,1646.0,-234.01015575043857,631,1015
2020-11-11,244.2,237.0,245.98,236.89,234840000,3.43,1990.0,-402.8673646217212,685,1305
2020-11-10,236.1,227.0,237.6,226.27,229600000,3.53,1528.0,-171.58585921907795,614,914
2020-11-09,228.05,220.0,231.3,218.7,217540000,4.85,1037.0,-111.69136049924418,443,594
2020-11-06,217.5,215.8,218.29,213.0,95000000,0.37,831.0,-129.18482277262956,321,510
2020-11-05,216.7,214.4,218.65,211.43,152550000,3.59,1208.0,-136.8925150069408,508,700
2020-11-03,209.2,205.7,211.11,203.8,90370000,2.3,849.0,-91.21298275794834,338,511
2020-11-02,204.5,200.45,204.59,196.15,82340000,1.75,108.0,-23.567651510238647,34,74
